epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time
1,4.62566839158535,0.006862745098039216,4.62406106361022,0.013823385916409173,0.001,35.642226696014404
2,4.6256674863398075,0.004901960784313725,4.623791584887957,0.023255813953488372,0.001,35.195189476013184
3,4.6249649450182915,0.010784313725490196,4.623509412624126,0.023581070092698,0.001,34.5401177406311
4,4.624743092805147,0.00980392156862745,4.623063915882681,0.023906326231907627,0.001,34.90471601486206
5,4.624452069401741,0.010784313725490196,4.622191630042266,0.023581070092698,0.001,34.74889612197876
6,4.622314501553774,0.00980392156862745,4.619748718251798,0.012359733289965848,0.001,34.632325172424316
7,4.617320701479912,0.0058823529411764705,4.608579963019363,0.011058708733127337,0.001,34.8963782787323
8,4.590059045702219,0.0058823529411764705,4.558397652423893,0.008456659619450317,0.001,34.89677858352661
9,4.535473179072142,0.0029411764705882353,4.50571257953371,0.01805171572613433,0.001,34.61415219306946
10,4.497229587286711,0.013725490196078431,4.49933402684017,0.011871849081151407,0.001,35.11645269393921
11,4.454881463199854,0.0196078431372549,4.49679060968218,0.01284761749878029,0.001,34.646979331970215
12,4.439719678834081,0.026470588235294117,4.479223096014154,0.028297284111237598,0.001,35.01342749595642
13,4.42589483782649,0.024509803921568627,4.458733104140303,0.023906326231907627,0.001,34.7207670211792
14,4.380653455853462,0.03333333333333333,4.458377634750386,0.02016588063099691,0.001,34.865257263183594
15,4.306732553988695,0.03235294117647059,4.276132994727443,0.021629533257440235,0.001,35.052674531936646
16,4.172914227470756,0.03235294117647059,4.190561463525919,0.027158887624003904,0.001,34.55654859542847
17,4.103117905557156,0.04019607843137255,4.248876763878315,0.04033176126199382,0.001,34.85027456283569
18,4.084649991244078,0.043137254901960784,4.1563567495160045,0.03220035778175313,0.001,35.57762575149536
19,3.9711802881211042,0.050980392156862744,4.086554367303538,0.040494389331598636,0.001,34.64691424369812
20,3.916537821292877,0.06372549019607843,4.016967436427103,0.046511627906976744,0.001,34.65056014060974
21,3.843095837160945,0.05784313725490196,4.05022973729048,0.042771182306066025,0.001,34.65188145637512
22,3.798097701743245,0.056862745098039215,3.9143471062105872,0.052854122621564484,0.001,34.96609544754028
23,3.747233273461461,0.07352941176470588,3.9393347900152516,0.063750203285087,0.001,34.74072790145874
24,3.6328311134129763,0.09607843137254903,3.8492055630652895,0.06651488046836884,0.001,34.92887473106384
25,3.5956865791231394,0.09411764705882353,3.8033058668144037,0.07871198568872988,0.001,34.616065979003906
26,3.487135509029031,0.09509803921568627,3.896638957669738,0.08163929094161652,0.001,34.93787503242493
27,3.3581243064254522,0.14901960784313725,3.7091606763931493,0.09383639616197756,0.001,35.363038778305054
28,3.2295571994036436,0.16568627450980392,3.6907490786789916,0.13042771182306065,0.001,34.977211475372314
29,3.1290963105857372,0.17941176470588235,3.6027539573193215,0.12294682062123923,0.001,34.96879267692566
30,2.962958937510848,0.19019607843137254,3.7348609547311216,0.12945194340543179,0.001,35.239935636520386
31,2.859326634556055,0.22549019607843138,3.4976554442444145,0.16018864856074158,0.001,34.558327436447144
32,2.678925690241158,0.27156862745098037,3.669491725136927,0.1639290941616523,0.001,34.42221140861511
33,2.5323224291205406,0.3107843137254902,3.629349505327768,0.14002276792974466,0.001,35.12770628929138
34,2.435733516700566,0.307843137254902,3.6590894390919737,0.1735241502683363,0.001,34.46091604232788
35,2.2519029984250665,0.3803921568627451,3.4157663675604004,0.18116766953976257,0.001,35.04644227027893
36,2.046665308997035,0.4176470588235294,3.6142773794492293,0.1684826801105871,0.001,34.603753328323364
37,1.863958002999425,0.4823529411764706,3.903290046008379,0.19889412912668727,0.001,34.676445960998535
38,1.7582148069050163,0.4950980392156863,3.5244803047691735,0.18019190112213368,0.001,34.318331241607666
39,1.6713360860012472,0.5245098039215687,3.8847612717294258,0.19905675719629207,0.001,34.680906772613525
40,1.420466489624232,0.5794117647058824,3.8458470624177603,0.22410147991543342,0.001,35.15216088294983
