epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time
1,4.543825659900904,0.03823529411764706,4.040930381521912,0.15352089770694421,0.001,33.16969919204712
2,3.667288903146982,0.26372549019607844,3.4653511251987807,0.36607578468043583,0.001,34.05053400993347
3,2.9641428841277957,0.503921568627451,2.9920245498147526,0.47942754919499103,0.001,33.4472439289093
4,2.4302633507177234,0.6745098039215687,2.594282353885462,0.5744023418442024,0.001,34.55337595939636
5,2.0283396122977138,0.753921568627451,2.3070386278458783,0.6331110749715401,0.001,33.12331533432007
6,1.7205973854288459,0.8205882352941176,2.1407399462010366,0.6625467555700114,0.001,33.34011721611023
7,1.4721800140105188,0.8627450980392157,1.9370268795673187,0.6996259554399089,0.001,33.41244697570801
8,1.2832916569896042,0.8941176470588236,1.8075777769321273,0.72060497641893,0.001,33.66831612586975
9,1.1262509557418525,0.9127450980392157,1.6905365959875605,0.7435355342332086,0.001,34.24501895904541
10,1.0055904779583216,0.9313725490196079,1.638437019019195,0.7360546430313872,0.001,33.8245484828949
11,0.8987792800180614,0.9401960784313725,1.5555708110720035,0.7401203447715076,0.001,33.13488292694092
12,0.8093045521527529,0.9519607843137254,1.4810419823242877,0.7495527728085868,0.001,33.335992097854614
13,0.7472918268758804,0.9490196078431372,1.418498155993975,0.7573589201496178,0.001,33.08059477806091
14,0.6809239357244223,0.9568627450980393,1.3660372952568516,0.7656529516994633,0.001,33.123229026794434
15,0.6267504568677396,0.9627450980392157,1.3276319473361784,0.7630509025857863,0.001,33.156996965408325
16,0.575085079530254,0.9715686274509804,1.285792299496647,0.7736217271100992,0.001,33.55662703514099
17,0.5377808269113302,0.9764705882352941,1.2647351757253875,0.7721580744836559,0.001,33.55180335044861
18,0.5018212574068457,0.9774509803921568,1.2233001941473494,0.7739469832493089,0.001,33.205090284347534
19,0.4665927882306278,0.9774509803921568,1.2226224009175295,0.7757358920149617,0.001,33.2392213344574
20,0.4384853858500719,0.9892156862745098,1.1795304416059982,0.778988453407058,0.001,33.433446645736694
21,0.4124674462946132,0.9823529411764705,1.1498858150099591,0.7791510814766629,0.001,33.40053868293762
22,0.38760915939928964,0.9862745098039216,1.148056476630067,0.7754106358757522,0.001,33.986337184906006
23,0.37137834751047194,0.9892156862745098,1.1442257251362806,0.7799642218246869,0.001,33.9194815158844
24,0.3506995904026553,0.9901960784313726,1.1189427212830172,0.7828915270775736,0.001,34.04849052429199
25,0.33116179978242144,0.9901960784313726,1.1009913841153462,0.7846804358432266,0.001,33.542471408843994
26,0.31467849510954693,0.9921568627450981,1.0797731606350298,0.7890713937225565,0.001,33.73620867729187
27,0.2994458971079439,0.9941176470588236,1.0718863704211534,0.7889087656529516,0.001,33.60718607902527
28,0.2853941187495366,0.9941176470588236,1.0488340927115962,0.787770369165718,0.001,33.40265417098999
29,0.2725898534990847,0.996078431372549,1.0465539104277353,0.7885835095137421,0.001,34.08160877227783
30,0.262366711627692,0.9941176470588236,1.0396402843189954,0.7898845340705806,0.001,34.373836517333984
31,0.2513131864834577,0.9950980392156863,1.0219678986231435,0.7947633761587249,0.001,34.05687141418457
32,0.2399047626531683,0.9950980392156863,1.0255551795888165,0.7916734428362335,0.001,33.35003995895386
33,0.23200500156963244,0.9980392156862745,1.0094286072393697,0.7919986989754432,0.001,33.62134051322937
34,0.22470207588048652,0.996078431372549,1.0054457221756676,0.790372418279395,0.001,33.47228980064392
35,0.2156054767256137,0.996078431372549,1.0000765869885644,0.7936249796714913,0.001,33.99539518356323
36,0.20656687067821622,0.9980392156862745,0.9957286246673184,0.7921613270450479,0.001,33.33343505859375
37,0.20001581218093634,0.9990196078431373,0.9843305098994966,0.7913481866970239,0.001,34.838624000549316
38,0.19398251140955836,1.0,0.9727913694424731,0.7932997235322816,0.001,34.12887191772461
39,0.18691155305714346,0.9980392156862745,0.9646288000957941,0.7968775410635875,0.001,33.65191197395325
40,0.18167051137425005,0.9990196078431373,0.9664728154654776,0.7932997235322816,0.001,33.25165128707886
41,0.17539305039099418,0.9990196078431373,0.9644049092962543,0.7973654252724021,0.001,34.55397963523865
42,0.1688511478714645,1.0,0.9647997602994792,0.7931370954626769,0.001,33.15002393722534
43,0.1638429578160867,0.9990196078431373,0.9484985298894937,0.7963896568547731,0.001,33.85788893699646
44,0.15935753320809454,1.0,0.9449914582945668,0.7959017726459587,0.001,33.83238434791565
45,0.15511288709240034,1.0,0.9360514487950095,0.7970401691331924,0.001,33.616889238357544
46,0.15146607218775898,1.0,0.9352432821425567,0.7944381200195154,0.001,33.09608316421509
47,0.14690574596170336,1.0,0.9369650323123166,0.7963896568547731,0.001,33.37139368057251
48,0.14294146053725854,1.0,0.9325293344730131,0.7980159375508212,0.001,32.86272120475769
49,0.13915387008455582,1.0,0.9200596722576802,0.7996422182468694,0.001,33.05572748184204
50,0.13563636486651376,1.0,0.9207171859517597,0.7981785656204261,0.001,33.280027866363525
